Position,Candidate,Party,Votes,% Vote Share,Valid Votes,constituency,Year
1,Abdul Waseem,MQM,167764,86.5,192133,NA-243,2008
2,Zafar Ahmed Siddiqui,PPPP,22147,11.4,192133,NA-243,2008
3,Farah Awan,PML-N,1862,1.0,192133,NA-243,2008
4,Tariq Mahboob,IND,152,0.1,192133,NA-243,2008
5,Syed Ajazul Hassan Jilani,IND,118,0.1,192133,NA-243,2008
6,Abrar Khan Baloach,IND,90,0.0,192133,NA-243,2008
1,Shaikh Salahuddin,MQM,174044,93.0,185581,NA-244,2008
2,Ghulam Qadir,PPPP,9271,5.0,185581,NA-244,2008
3,Mir Wali,MMA,1518,0.8,185581,NA-244,2008
4,Khizarul Islam,Others,569,0.3,185581,NA-244,2008
5,Ashique Hussain Qureshi,IND,179,0.1,185581,NA-244,2008
1,Farhat Muhammad Khan,MQM,149157,88.2,168328,NA-245,2008
2,Qazi Muhammad Bashir,PPPP,15392,9.1,168328,NA-245,2008
3,Muhammad Aslam Khan Khattak,PML-N,3275,1.9,168328,NA-245,2008
4,Jumma Khan Babar,ANP,301,0.2,168328,NA-245,2008
5,Din Muhammad,IND,203,0.1,168328,NA-245,2008
1,Sufyan Yousuf,MQM,186933,95.6,194278,NA-246,2008
2,Sohail Ansari,PPPP,6741,3.4,194278,NA-246,2008
3,Saifullah,IND,604,0.3,194278,NA-246,2008
1,Dr. Nadeem Ehsan,MQM,168007,91.3,182714,NA-247,2008
2,Saathi Ishaque,PPPP,13963,7.6,182714,NA-247,2008
3,Muhammad Ilyas Siddique,MMA,484,0.3,182714,NA-247,2008
4,Azeemuddin Khan,IND,193,0.1,182714,NA-247,2008
5,Masood Ahmed,IND,67,0.0,182714,NA-247,2008
1,Nabeel Ahmed Gabol,PPPP,84217,79.1,104565,NA-248,2008
2,Shakoor Shad,IND,9651,9.1,104565,NA-248,2008
3,Wasiullah Lakhoo,MQM,6326,5.9,104565,NA-248,2008
4,Shaikh Maqsood Ahmed,PML-N,3888,3.7,104565,NA-248,2008
5,Ibrahim Rais,MMA,267,0.3,104565,NA-248,2008
6,Muhammad Tahir,Others,99,0.1,104565,NA-248,2008
7,Mukhtar Ali,IND,57,0.1,104565,NA-248,2008
8,Muhammad Asim Ahsan,IND,35,0.0,104565,NA-248,2008
9,Ameer Khan Chandio,IND,25,0.0,104565,NA-248,2008
1,Dr. Muhammad Farooq Sattar,MQM,103846,56.9,180748,NA-249,2008
2,Abdul Habib Memon,PPPP,73324,40.2,180748,NA-249,2008
3,Shabbir Abu Talib,MMA,3352,1.8,180748,NA-249,2008
4,Abdullah Balouch,IND,150,0.1,180748,NA-249,2008
5,Muhammad Asif Siddiqui,IND,76,0.0,180748,NA-249,2008
1,Khush Bakhat Shujaat,MQM,52045,50.0,101731,NA-250,2008
2,Dr. Mirza Ikhtiar Baig,PPPP,44412,42.6,101731,NA-250,2008
3,Saleem Zia,PML-N,3480,3.3,101731,NA-250,2008
4,Haleem Ahmed Siddiqui,IND,1333,1.3,101731,NA-250,2008
5,Muhammad Farooq Bangsh,ANP,89,0.1,101731,NA-250,2008
6,Muhammad Hanif,Others,73,0.1,101731,NA-250,2008
7,Khurram Muhammad Qamar,Others,72,0.1,101731,NA-250,2008
8,Muhammad Ejaz Alam,IND,72,0.1,101731,NA-250,2008
9,Javaid Ahmed Chhatari,IND,56,0.1,101731,NA-250,2008
10,Begum Salma Ahmed,IND,44,0.0,101731,NA-250,2008
11,Tahir Khan,IND,34,0.0,101731,NA-250,2008
12,Abdul Wahab Baloch,SUP,21,0.0,101731,NA-250,2008
1,Waseem Akhter,MQM,83537,62.5,131024,NA-251,2008
2,Mushahid Ullah Khan,PML-N,22304,16.7,131024,NA-251,2008
3,Ch. Umar Hayat Sandhu,PPPP,17823,13.3,131024,NA-251,2008
4,Irfanullah Khan Marwat,IND,6653,5.0,131024,NA-251,2008
5,Shamim Ahmed,IND,327,0.2,131024,NA-251,2008
6,Sabir Gola,IND,324,0.2,131024,NA-251,2008
7,Qadir Buksh,IND,56,0.0,131024,NA-251,2008
1,Adbul Rashid Godil,MQM,87280,74.2,115287,NA-252,2008
2,Syed Asghar Hussain,PPPP,25337,21.6,115287,NA-252,2008
3,Hidayat-Ur-Rehman,MMA,2237,1.9,115287,NA-252,2008
4,Muhammad Yousuf Kureshy,Others,235,0.2,115287,NA-252,2008
5,Abdul Hameed Qureshi,IND,110,0.1,115287,NA-252,2008
6,Wajid Nazeer,IND,88,0.1,115287,NA-252,2008
1,Syed Haider Abbas Rizvi,MQM,96973,62.3,152843,NA-253,2008
2,Syed Faisal Raza Abidi,PPPP,47101,30.3,152843,NA-253,2008
3,Saboohuddin Malik,PML-N,4160,2.7,152843,NA-253,2008
4,Abdul Karim Abid,MMA,2747,1.8,152843,NA-253,2008
5,Sultan Shahab Jahangir,PML,1025,0.7,152843,NA-253,2008
6,Durreshahwar Pervez,IND,183,0.1,152843,NA-253,2008
7,Qadir Khan Mandokhail,IND,148,0.1,152843,NA-253,2008
8,Syed Rizwan Ahmed,IND,119,0.1,152843,NA-253,2008
9,Syed Asghar Hussain,IND,77,0.0,152843,NA-253,2008
10,Dr. Muhammad Asad Thanwi,IND,77,0.0,152843,NA-253,2008
11,Khawaja Ghulam Hussain,PPP-SB,50,0.0,152843,NA-253,2008
12,Hamid Idrees,Others,41,0.0,152843,NA-253,2008
13,Shaikh Qasim Shah,IND,36,0.0,152843,NA-253,2008
14,Khadim Hussain,IND,29,0.0,152843,NA-253,2008
15,Aijaz Ali,IND,26,0.0,152843,NA-253,2008
16,Abdul Jabbar Abbasi,IND,22,0.0,152843,NA-253,2008
17,Muhammad Bakhsh Lashari,IND,17,0.0,152843,NA-253,2008
18,Dr. Muhammad Imtiaz Subhani,IND,12,0.0,152843,NA-253,2008
1,Muhammad Ayoub Shaikh,MQM,132648,85.6,153502,NA-254,2008
2,Syed Sohail Abrar,PPPP,14302,9.2,153502,NA-254,2008
3,Malik Akhtar Hussain Awan,PML-N,4965,3.2,153502,NA-254,2008
4,Abdul Hafiz,PMA,874,0.6,153502,NA-254,2008
5,Muhammad Javed Qadri,Others,275,0.2,153502,NA-254,2008
6,Shafqatur Rehman,IND,218,0.1,153502,NA-254,2008
7,Mansoor Khan,IND,111,0.1,153502,NA-254,2008
8,Abdul Sattar Channa,IND,109,0.1,153502,NA-254,2008
1,Syed Asif Hasnain,MQM,157971,82.2,190638,NA-255,2008
2,Nafees Ahmed Usmani,PPPP,31389,16.3,190638,NA-255,2008
3,Attah Muhammad Ansari,IND,689,0.4,190638,NA-255,2008
4,Javed Iqbal Khanzada,IND,401,0.2,190638,NA-255,2008
5,Shahjahan,IND,122,0.1,190638,NA-255,2008
6,Meer Humayun Ali Zaidi,IND,66,0.0,190638,NA-255,2008
1,Iqbal Muhammad Ali Khan,MQM,123491,74.8,163868,NA-256,2008
2,Mirza Maqbool Ahmed,PPPP,23829,14.4,163868,NA-256,2008
3,Zain-ul-Abideen Ansari,PML-N,15654,9.5,163868,NA-256,2008
4,Muhammad Siddique Rathor,MMA,442,0.3,163868,NA-256,2008
5,Umair Ahmed Siddiqui,IND,245,0.1,163868,NA-256,2008
6,Shahzia Batul,ANP,160,0.1,163868,NA-256,2008
7,Iftikhar Anwer Khan,IND,47,0.0,163868,NA-256,2008
1,Sajid Ahmed,MQM,134498,72.3,185901,NA-257,2008
2,Riaz Hussain Lund Balouch,PPPP,46084,24.8,185901,NA-257,2008
3,Faheem,PML-N,4294,2.3,185901,NA-257,2008
4,Sultan Khan Mandokhel,ANP,695,0.4,185901,NA-257,2008
5,Sohail Shahzad,PPP-SB,190,0.1,185901,NA-257,2008
6,Zahid Iqbal,IND,75,0.0,185901,NA-257,2008
7,Syed Hassan Ahmed,IND,65,0.0,185901,NA-257,2008
1,Sher Muhammad Baloch,PPPP,134696,78.4,169235,NA-258,2008
2,Nisar Ahmed Shar,MQM,15017,8.7,169235,NA-258,2008
3,Abubakar Memon,IND,11505,6.7,169235,NA-258,2008
4,Saleem Ullah Khan Turk,MMA,2965,1.7,169235,NA-258,2008
5,Iqbalullah,IND,1564,0.9,169235,NA-258,2008
6,Zardullah Khan Hassanzai,ANP,1476,0.9,169235,NA-258,2008
7,Syed Shabbir Hussain Shah,IND,967,0.6,169235,NA-258,2008
8,Muhammad Urs Khero,PML,419,0.2,169235,NA-258,2008
9,Abdul Sattar Lagari,IND,105,0.1,169235,NA-258,2008
10,Dr. Muhammad Ayoub Baloch,IND,98,0.1,169235,NA-258,2008
11,Inam-Ul-Haque,IND,95,0.1,169235,NA-258,2008
12,Nisar Ahmed Soomro,IND,90,0.1,169235,NA-258,2008
13,Abdul Razzaq Raja,IND,65,0.0,169235,NA-258,2008
14,Muhammad Younus,IND,65,0.0,169235,NA-258,2008
15,Syed Tariq Ali,IND,46,0.0,169235,NA-258,2008
16,Faheem Ahmed Awan,IND,45,0.0,169235,NA-258,2008
17,Syed Margoob Hussain Abidi,IND,17,0.0,169235,NA-258,2008
1,Syed Nasir Ali Shah Alias Syed Abbas,PPPP,24936,39.8,60817,NA-259,2008
2,Anwar Ul Haq Alias Anno,PML,11387,18.2,60817,NA-259,2008
3,Fazal Muhammad,IND,6661,10.6,60817,NA-259,2008
4,Khudai Noor,PML-N,6617,10.6,60817,NA-259,2008
5,Abdul Aziz Khan Khilji,MMA,4412,7.0,60817,NA-259,2008
6,Khudai Dad,ANP,1459,2.3,60817,NA-259,2008
7,Abdul Qadir Baloch,IND,1150,1.8,60817,NA-259,2008
8,Syed Muhammd Fazal Agha,IND,946,1.5,60817,NA-259,2008
9,Shaheeda Parveen,IND,704,1.1,60817,NA-259,2008
10,Arshad Iqbal Jadoon,IND,607,1.0,60817,NA-259,2008
11,Arbab Abdul Ghani Kasi,MQM,586,0.9,60817,NA-259,2008
12,Mir Zarak Khan Zehri,IND,470,0.7,60817,NA-259,2008
13,Rubnia Babar,IND,266,0.4,60817,NA-259,2008
14,Muhammad Kashif,IND,187,0.3,60817,NA-259,2008
15,Shafiq Ahmed Khan,IND,183,0.3,60817,NA-259,2008
16,Abdul Kahliq Hazara,IND,88,0.1,60817,NA-259,2008
17,Abdul Qadir Luni,IND,84,0.1,60817,NA-259,2008
18,Syed Zahir Shah Zadi,IND,74,0.1,60817,NA-259,2008
1,Sardar Al-Haaj Muhammad Umar Goragaje,PPPP,40773,38.9,100597,NA-260,2008
2,Sardar Fateh Muhammad Muhammad Hassani,PML,29443,28.1,100597,NA-260,2008
3,Malik Sikandar Khan,MMA,19450,18.6,100597,NA-260,2008
4,Barkat Ali Thamki,HDP,3174,3.0,100597,NA-260,2008
5,Syed Zahir Shah Zadi,IND,2376,2.3,100597,NA-260,2008
6,Noor Ahmed Khan,ANP,1788,1.7,100597,NA-260,2008
7,Allah Dad Khan Barraich,IND,1239,1.2,100597,NA-260,2008
8,Mir Abdul Ghafoor Sarparah,IND,842,0.8,100597,NA-260,2008
9,Muhammad Arif Badini,BNP-A,485,0.5,100597,NA-260,2008
10,Muhammad Abbas,IND,358,0.3,100597,NA-260,2008
11,Malik Abdul Rehman Dehwar,MQM,353,0.3,100597,NA-260,2008
12,Lashkar Khan,IND,167,0.2,100597,NA-260,2008
13,Abdul Ali Hazara,IND,149,0.1,100597,NA-260,2008
1,Agha Muhammad,MMA,30611,36.0,81820,NA-261,2008
2,Muhammad Sarwar Khan Kakar,PML,23350,27.5,81820,NA-261,2008
3,Syed Muhammad Fazal Agha,IND,10385,12.2,81820,NA-261,2008
4,Dr. Taj Muhammad,IND,5231,6.2,81820,NA-261,2008
5,Muhammad Yaqoob Ziaratwal,PPPP,4178,4.9,81820,NA-261,2008
6,Abdul Rasheed Nasir,ANP,2355,2.8,81820,NA-261,2008
7,Akhundzada Badruddin,PML-N,1980,2.3,81820,NA-261,2008
8,Syed Fazal Muhammad Agha,IND,1220,1.4,81820,NA-261,2008
9,Noor Khan Tareen,IND,575,0.7,81820,NA-261,2008
10,Abdul Wasay Kakar,IND,574,0.7,81820,NA-261,2008
11,Abdul Ghaffar Panezai,IND,434,0.5,81820,NA-261,2008
12,Kaleemullah Tareen,IND,371,0.4,81820,NA-261,2008
13,Dr. Gohar Ejaz,IND,295,0.3,81820,NA-261,2008
14,Muhammad Anwar Khan Tareen,IND,149,0.2,81820,NA-261,2008
15,Muhammad Naseem,IND,77,0.1,81820,NA-261,2008
16,Malik Nasrullah Khan Kakar,IND,21,0.0,81820,NA-261,2008
17,Muhammad Musa Jan,IND,14,0.0,81820,NA-261,2008
1,Rozuddin,MMA,45590,33.2,135887,NA-262,2008
2,Malik Muhammad Usman Achakzai,ANP,44455,32.4,135887,NA-262,2008
3,Nazar Muhammad Kakar,PPPP,27548,20.1,135887,NA-262,2008
4,Janan Khan Achakzai,IND,13114,9.5,135887,NA-262,2008
5,Naseer Ahmed Kakar,PML,4880,3.6,135887,NA-262,2008
6,Syed Musavir Shah,IND,153,0.1,135887,NA-262,2008
7,Abdul Shakoor,IND,147,0.1,135887,NA-262,2008
1,Sardar Muhammad Israr Tareen,PML,52818,37.2,137762,NA-263,2008
2,Sardar Muhammad Yaqoob Khan Nasir,PML-N,34985,24.6,137762,NA-263,2008
3,Sardar Mir Baz Muhammad Khan Khethran,PPPP,30233,21.3,137762,NA-263,2008
4,Faizullah,MMA,14987,10.5,137762,NA-263,2008
5,Siraj-ud-Din,MQM,2599,1.8,137762,NA-263,2008
6,Mir Shah Jahan Khan Khetran,IND,865,0.6,137762,NA-263,2008
7,Muhammad Asif Tareen,IND,447,0.3,137762,NA-263,2008
8,Bismillah Jan Luni,ANP,444,0.3,137762,NA-263,2008
9,Yahya Khan,IND,153,0.1,137762,NA-263,2008
10,Sardar Sanaullah,IND,120,0.1,137762,NA-263,2008
11,Mir Sher Baz Khethran,IND,111,0.1,137762,NA-263,2008
1,Asmatullah,IND,24204,39.0,58782,NA-264,2008
2,Mohammad Khan Sherani,MMA,17066,27.5,58782,NA-264,2008
3,Sheikh Jafar Khan Mandokhail,PML,10951,17.6,58782,NA-264,2008
4,Mamoon Khan Kakar,ANP,2877,4.6,58782,NA-264,2008
5,Sardar Wazir Ahmed Jogezai,PPPP,2514,4.1,58782,NA-264,2008
6,Abdul Khaliq,IND,622,1.0,58782,NA-264,2008
7,Muhammad Amin Khan Jogezai,IND,329,0.5,58782,NA-264,2008
8,Malik Maula Dad Khan Sherani,PML-N,219,0.4,58782,NA-264,2008
1,Mir Ahmadan Khan Bugti,PML,56715,56.0,99592,NA-265,2008
2,Mir Dostain Khan Domki,IND,17411,17.2,99592,NA-265,2008
3,Mir Jan Muhammad Masuri,PPPP,11484,11.3,99592,NA-265,2008
4,Attaullah,MMA,7205,7.1,99592,NA-265,2008
5,Mir Baz Muhammad Marri,IND,6315,6.2,99592,NA-265,2008
6,Nawabzada Jangaiz Khan Mari,IND,310,0.3,99592,NA-265,2008
7,Muhammad Jan Rind,MQM,152,0.2,99592,NA-265,2008
1,Taj Muhammad Jamali,PPPP,76556,50.3,145809,NA-266,2008
2,Mir Zahoor Hussain Khan Khoso,IND,51648,34.0,145809,NA-266,2008
3,Abdul Rehman Khan Jamali,PML,6083,4.0,145809,NA-266,2008
4,Mitha Khan Jattak,IND,3027,2.0,145809,NA-266,2008
5,Nasrullah Jamote,IND,1955,1.3,145809,NA-266,2008
6,Hussain Bakhsh Panhwar,MQM,1414,0.9,145809,NA-266,2008
7,Attaullah Khoso,MMA,1371,0.9,145809,NA-266,2008
8,Musharraf Ali Khan Khoso,PML-F,998,0.7,145809,NA-266,2008
9,Liaquat Ali Jamali,PML-N,961,0.6,145809,NA-266,2008
10,Mir Abdul Maajid Abro,IND,556,0.4,145809,NA-266,2008
11,Syed Zulfiqar Ali Shah,IND,276,0.2,145809,NA-266,2008
12,Sohrab Khan Khosa,IND,255,0.2,145809,NA-266,2008
13,Jaffar Jamali,IND,200,0.1,145809,NA-266,2008
14,Abdul Ghani,IND,183,0.1,145809,NA-266,2008
15,Abdul Majeed Jattak,IND,172,0.1,145809,NA-266,2008
16,Muhammad Dooran Khoso,IND,154,0.1,145809,NA-266,2008
17,Dr. Sahib Jan Lashari,IND,0,0.0,145809,NA-266,2008
1,Mir Hamayun Aziz Kurd,IND,61249,53.9,111549,NA-267,2008
2,Sardar Yar Muhammad Rind,PML,48275,42.5,111549,NA-267,2008
3,Shabir Ahmed,PPPP,1115,1.0,111549,NA-267,2008
4,Noor Ahmed Jamote,IND,443,0.4,111549,NA-267,2008
5,Abdul Samad Shahwani,MMA,334,0.3,111549,NA-267,2008
6,Aamir Aziz Kurd,IND,133,0.1,111549,NA-267,2008
1,Dr. Ayatullah Durrani,PPPP,19355,29.5,62833,NA-268,2008
2,Sardar Sanaullah Zehri,NP,15846,24.2,62833,NA-268,2008
3,Abdul Ghafoor Haideri,MMA,9546,14.6,62833,NA-268,2008
4,Faisal Daud,IND,8766,13.4,62833,NA-268,2008
5,Noor Muhammad,IND,4233,6.5,62833,NA-268,2008
6,Mir Munir Ahmed Shahwani,IND,3784,5.8,62833,NA-268,2008
7,Syed Akber Shah,BNP-A,650,1.0,62833,NA-268,2008
8,Imdad Ali Kurd,IND,282,0.4,62833,NA-268,2008
9,Mir Asim Kurd,PML,188,0.3,62833,NA-268,2008
10,Muhammad Rahmdil Haleemi,IND,116,0.2,62833,NA-268,2008
11,Agha Umar Ahmed Khan,IND,67,0.1,62833,NA-268,2008
1,Muhammad Usman,IND,17609,28.0,58672,NA-269,2008
2,Qamar Ud Din,MMA,15938,25.3,58672,NA-269,2008
3,Mir Muhammad Ayub Jattak,NP,11230,17.9,58672,NA-269,2008
4,Mir Abdul Rehman Zehri,IND,5276,8.4,58672,NA-269,2008
5,Mir Imran Jattak,PPPP,4986,7.9,58672,NA-269,2008
6,Mir Atta-Ur-Rehman Mengal,PML,1506,2.4,58672,NA-269,2008
7,Mir Muhammad Ashraf,IND,1189,1.9,58672,NA-269,2008
8,Muhammad Ali Rodeni,MQM,357,0.6,58672,NA-269,2008
9,Faiz-Ud-Din Sasoli,IND,253,0.4,58672,NA-269,2008
10,Mir Ghulam Hussain Kurd,IND,164,0.3,58672,NA-269,2008
11,Mir Mehrullah Khan Umrani,PML-N,164,0.3,58672,NA-269,2008
1,Jam Mir Muhammad Yousuf,PML,50476,51.8,92398,NA-270,2008
2,Nasrullah Roonjha,PPPP,41922,43.0,92398,NA-270,2008
